short_description,cmdb_ci
TW Co 52_Canada City/Zip Needs to be Patched (Child INC1716344 was Closed but not Fixed),TronWeb - Issue
Out of balances on 12/31/19 on attached Tronweb Daily Premium spreadsheet for December.,TronWeb - Reports
8001080006731 _ORA:00001 Unique Constraint Error - Needs Patch,TronWeb - Issue
"AFE/6401050007817/Renewal has not ran yet, trying to process endorsement get error",AFE
***Job FTPPPS ended abnormally. 01/12/20 01:37:33.,AS400A
***Job FTPPPS ended abnormally. 01/12/20 01:47:33.,AS400A
***Job FTPRCARFAX ended abnormally. 01/13/20 05:30:22.,AS400A
***Job FTPRCARFAX ended abnormally. 01/13/20 05:51:55.,AS400A
***Job GC00400 ended abnormally. 01/13/20 05:54:03.,AS400A
Add LOB to Existing Commission Chart,TronWeb - Reports
Tronweb Launcher not working  Bad File Name or Number ,TronWeb - Performance
Tronweb Error 55 ,TronWeb - Performance
Tron Web report MMATS01140- Missed Supple Report,TronWeb - Reports
TronWeb - unable to open getting erro 52 - bad file name or number,TronWeb
TronWeb - Unable to login - getting bad file name or number,TRONWeb
TronWeb - only one group of checks printer - Refund checks 52 but did not print 64 and 80,TronWeb - Print
getting emails from TRONWEB@mapfreusa.com<mailto:TRONWEB@mapfreusa.com<mailto:TRONWEB@mapfreusa.com%3cmailto:TRONWEB@mapfreusa.com>> and mapfreinsuranceclaimcor,AFE
"8001010070241 - discrepancy between original renewal, now voided, and new renewal premium",TronWeb - Issue
***Job FTPRCARFAX ended abnormally. 01/14/20 05:30:16.,AS400A
***Job FTPRCARFAX ended abnormally. 01/14/20 05:34:30.,AS400A
OOBs on attached TronWeb Monthly Losses spreadsheet for December.,TronWeb - Reports
8006100001581 - Trying to add 2nd mortgage premium increases ,TronWeb - Issue
No renewal package including invoice generated - 8001010070225_No Renwl Pkg or Billing issued ;ETA-2/14/20 ; E-TBD,TronWeb - Treasury
AFE / 8001060003498 / In endorsement agent unable to enter insured's prior address,AFE
Employee ID wrong in TW_Causing EDW table error: GP_EDWPRD.EDW_CLM_ADJSTR_HIER_D,TronWeb - Claims
8008030013273 - REPRODUCE THE INVOICE THAT WAS GENERATED ON 12/26 DUE BY 2/14. IT DID NOT PRINT,NCL Cover-All - Issue
***Job GC00400 ended abnormally. 01/15/20 06:12:42.,AS400A
***Job GC01120 ended abnormally. 01/15/20 06:17:09.,AS400A
Please put MMACO00894 for the process date of  1/14 in ECMViewer.   thank you,TronWeb - Reports
STAT - TRONWEB ISO PAID LOSS OOB 12-2019,TronWeb - Reports
0601804360475 - MSB returning wrong building info/style,AFE
***Job FTPPPS ended abnormally. 01/15/20 23:52:53.,AS400A
***Job FTPPPS ended abnormally. 01/16/20 00:13:11.,AS400A
***Job FTPPPS ended abnormally. 01/16/20 01:08:33.,AS400A
***Job FTPPPS ended abnormally. 01/16/20 05:02:14.,AS400A
***Job FTPRCARFAX ended abnormally. 01/16/20 05:30:14.,AS400A
***Job GC00400 ended abnormally. 01/16/20 06:29:05.,AS400A
***Job GC00400 ended abnormally. 01/16/20 06:51:48.,AS400A
***Job FTPPPS ended abnormally. 01/16/20 07:50:33.,AS400A
Updates for Executive Dashboards,Dashboard
" NEED ASAP - TronWeb check are not printing -  ""claims checking P1"" - both Company 80 and 64 are not printing",TronWeb - Print
The last payment date and last payment date is incorrect in MCS for AS400 policies.,MCS - MAPFRE Collections System
Page display error when endorsemeing policy 6401050009227,AFE
Has only received 4 checks from company 52 today,TronWeb - Print
***Job FTPRCARFAX ended abnormally. 01/17/20 05:30:13.,AS400A
***Job GC00400 ended abnormally. 01/17/20 08:06:38.,AS400A
Tronweb not respondning_Trn-20309:claim is being updated by another user mbrimbe,TronWeb - Claims
6401050004212 Stanley Nagao_unable to back date deletion of a 2006 toy to 03/12/2019 ,TronWeb - Issue
AFE / CA007594/8001010052798/FAILED TO RETRIEVE PDF FROM ECM,AFE
Bank Change On Policy 6401040060558_EFT drafts; ETA - 3/13; E - TBD,TronWeb - Treasury
TronWeb Company 80 checks are not printing to AZ-Checking-P1,TronWeb - Print
5201070006650 UNUSUALLY HIGH PREMIUM INCREASE FOR GARAGING ADDRESS CHANGE WITHIN COUNTY,TronWeb - Issue
REQUEST FOR NEW BUSINESS DOCUMENT PATCH 5201070020144 ANDREW ERRICO,AFE
ISOHOME Terminated 01/18/2020 22:05:51,AS400A
***Job GC00400 ended abnormally. 01/20/20 05:23:15.,AS400A
***Job GC00400 ended abnormally. 01/20/20 05:41:23.,AS400A
AZ TronWeb Logging_Lexis Nexis Connectivity,TronWeb - Interface
8006010013455 - Agent voided to process mortgagee change_new premium not matching_Prot class factor,TronWeb - Issue
8006170001476 CA UMB_voided renewal to process endors_Unique constraint error,TronWeb - Issue
Customer View -  Launch for Chrome is not working  correctly  with the Date functionality ,MAC - MAPFRE Admin Center
Tronweb Produciton Batch performance ,TronWeb - Performance
FW: Incident INC1720571 has been updated,TronWeb - Treasury
In the MCS Application- I am looking to have a patch ran for the attached accounts to be dropped,MCS - MAPFRE Collections System
Unable to endorse a policy 5201070017614 as TW is not advancing past the first screen,TronWeb - Issue
checks for company 80 & 52 not printing  (checks didn't print last week - see INC1724003 on 1/16 - same issue?),TronWeb - Print
CORRECT VIN ENTERED - ERROR: INVALID VIN ENTERED / 8001010069161,Enterprise Acord Web Services
***Job VALCSHR52 ended abnormally. 01/21/20 22:00:07.,AS400A
***Job EM000605 ended abnormally. 01/22/20 01:32:42.,AS400A
The following report is not in ECM Viewer for 1/20/20 data:  202001mmagc00804,TronWeb - Reports
"5201070017755_trying to re-issue the 2020 renewal_receiving an error message 'Exact Fetch returns > req # of Rows""on Risk #7",TronWeb - Issue
FW: Incident INC1720571 has been updated,TronWeb - Treasury
Please add the following LOB to Commission Chart 375 for Company 80:,TronWeb - Reports
UPRATED RENEWAL_AZ HO3_8006040002157_Voided Renw to update MTG_Prem Incr While issuing Man Renw ,TronWeb - Issue
Need Patch ** 80080320000024_Change the date of loss from 1/5/2020 to 12/5/2019. ,TronWeb - Claims
8006010022427 _Endorsement_Premium increase on Mortgagee change,TronWeb - Issue
needs checks reprinted company 80 & 64 ,TronWeb - Print
8001010073003 NB Patch,TronWeb - Interface
Pending cancel report shuld not be sent for disable agent,TronWeb - Reports
***Job GC00400 ended abnormally. 01/23/20 06:08:03.,AS400A
***Job GC00400 ended abnormally. 01/23/20 06:28:48.,AS400A
Need reprint of checks below,TronWeb - Print
8006010000370 voided renewal to change Broker of Record_prem incr,TronWeb - Issue
6401040121852 voided renewal to endors_Now during MR received error: ORA-20000: [EM_P_TECH_CTRL_LEVEL_1] ORA-01403: no data found,TronWeb - Issue
8001010066492_System pulled an MVR with a DUI for Philip and didn't add to driving history; didn't nonrenew;  never referred. ,TronWeb - Issue
0104640841016 - AFE is not allowing agent to upload the photo,AFE
6401040006643_trying to put renewal February 2020 renewal on but system is trying to renew again for August 2019,TronWeb - Issue
BOA ACH Transmission - There was NO MMAGC00420 Report created,AS400A
***Job GC00400 ended abnormally. 01/24/20 06:17:24.,AS400A
TW - ECM Reports not available ADDITIONAL REPORTS MISSING,TronWeb - Reports
TW - ECM Reports not available,TronWeb - Reports
NEW PROBLEM/Satellite Agency Networ/5201070019383/FL/AFE/View Current Dec Page shows ID card not Dec,AFE
AFE/5201070018885 / Unable to select an option in Coverage page during endorsement. ,AFE
AFE / CA008463 / 6401040012097  / Endorsement to add mailing address unable to move past driver page. ,AFE
***Job M_FTPEARSR ended abnormally. 01/25/20 11:00:08.,AS400A
***Job M_FTPEARSJ ended abnormally. 01/25/20 11:15:05.,AS400A
***Job M_FTPEARSR ended abnormally. 01/25/20 12:25:53.,AS400A
***Job M_FTPEARSJ ended abnormally. 01/25/20 12:25:13.,AS400A
***Job M_FTPEARSS ended abnormally. 01/27/20 07:01:20.,AS400A
***Job GC00400 ended abnormally. 01/27/20 07:14:46.,AS400A
TW settlement 900020005054 appears as Tech Control attached to claim 64010419005607 but it does not belong to that claim ,TronWeb - Claims
Ivanshome is running a long time,TronWeb - Interface
***Job M_FTPEARSR ended abnormally. 01/27/20 10:25:39.,AS400A
AZ Exit Project,
"Co 80 print have skipped some checks - #'s 247454, 458 , 459, 460, 461, 463, 464, 466 and 467",TronWeb - Print
CO 52 checks did not print #'s 142630 through 142651,TronWeb - Print
TW Production Support - ISO Stat Reporting - 12/19 OS Loss OOB - MA BOP,NCL Cover-All - Issue
5201070007168 Coverages are not displayed in declarations pages and it appears to be a print error,TronWeb - Print
Proof of Insurance needs to be sent to DMV - 6401040123064,TronWeb - Interface
Unable to open a BI suffix under claim #: 64010420000097,MAC - MAPFRE Admin Center
***Job EM000604 ended abnormally. 01/28/20 01:24:28.,AS400A
8006010031571 System is still quoting CEA EQ policies as Other for Frame with Siding and Frame with Stucco.,TronWeb - Interface
Myriad UW Center is showing TW Validation Errors,TronWeb - Interface
MAPFRE NCL CoverAll/Tronweb Treasury Incident Report MMAGC026502 - report contains multiple old cancelled polices that never appeared,NCL Cover-All - Issue
5201070014752 SUE AND LARRY RAWLES_no credit posted when changing to a Florida Lic for Larry_Unable to remove S/C,TronWeb - Issue
New Problem / Sumner Insurance Services / CA / AFE / This page cannot be displayed when trying to view Agency Sweep report,AFE
when trying to process a mortgage company change the policy increase ,TronWeb - Issue
***Job GC00400 ended abnormally. 01/29/20 06:31:20.,AS400A
We need updated info from TW Keymenu (Remote Location manager) ASAP,TronWeb - Interface
New Problem/MA BOP/ NCL/ Turn off Daily Transaction Report for agent: 20568 ,NCL Cover-All - Issue
8006010031517_ agent attempted to update the mortgagee and the premium increase by $14. ,TronWeb - Issue
***Job GC00400 ended abnormally. 01/30/20 05:34:32.,AS400A
STAT - TRONWEB ISO INTERFACE request to run jobs for January 2020,TronWeb - Reports
"Check Issue- Supervisor authorized a check,  but it will not print    Claim# 80060115000471",TronWeb - Claims
Checks for Co 80 and 52 (some did not print- some did)  Job seems to have stopped part way thru,TronWeb - Print
AFE/CA008929/6401040038223/ORA-20001: [EM_K_TA640930.P_CALC_BI_PREM] during cal. premium,AFE
Tronweb - incorrect incurred loss reporting on Corporate Loss Report and Agency Compensation download,TronWeb - Reports
***Job GC00400 ended abnormally. 01/31/20 06:32:53.,AS400A
6401040126604 - To change Bank info ,AFE
6401040126604 PEREZ-MARTINEZ BANK INFO CHANGE,TronWeb - Issue
Claim# 80010119002944 - No Consequences display when trying to create an AD,TronWeb - Claims
0104640160378_Predictive Analytics_Non-Existent Code ORA error on manual bind,TronWeb - Issue
Checks for Co 80 and 52 - 14 of 22 checks printed for Co 80 and 0 of 50 checks for Co 52 - THIS IS NOT A PRINTER ISSUE - we need the checks release immediately,TronWeb - Print
***Job FTPMBW ended abnormally. 01/31/20 22:19:16.,AS400A
***Job M_GC01470 ended abnormally. 02/01/20 06:01:52.,AS400A
***Job GC01120 ended abnormally. 02/01/20 06:17:22.,AS400A
***Job M_GC01480 ended abnormally. 02/01/20 06:24:38.,AS400A
***Job M_EM02210 ended abnormally. 02/01/20 06:35:27.,AS400A
M_GC00800 Terminated 02/01/2020 22:07:50,AS400A
***Job GC01001 ended abnormally. 02/02/20 00:43:58.,AS400A
***Job GC01001 ended abnormally. 02/02/20 01:08:15.,AS400A
***Job M_GC00800 ended abnormally. 02/02/20 04:32:45.,AS400A
ISOHOME  termianted on   02/01              Message . . . . :   Lost communication with Enterprise Server.     ,TronWeb - Reports
OOBs on attached Tronweb Daily Premiums spreadsheet on 1/2/20 & 1/14/20.,TronWeb - Reports
MAPFRE - TronWeb Monthly Commissions for January 2020 OOB.,TronWeb - Reports
Tronweb Renewal Billing Issue,TronWeb - Treasury
MTD Tronweb Losses  out of balances for January  2020,TronWeb - Reports
8001060011050_NB Docs Needed,AFE
AFE-Endorsement / 6401040056165 - ORA error during cal. premium,AFE
POI TO DMV - Please submit POI to DMV for vehicle #7 - 1953 Chevy Bel-Air VIN LAQ416501 - POLICY 8001010070869,TronWeb - Interface
Please issue documents for policy 80010600111051. This policy was recently rewritten.,AFE
Endr Premium Difference - 5201070018513,TronWeb - Issue
2020 Rate Filing Schedule V2 - Plan for rate testing tool run - CA MIC - March deployment,MAC - MAPFRE Admin Center
***Job GC00400 ended abnormally. 02/04/20 07:37:34.,AS400A
8006100001581 -   Endor to Add 2nd mortgagee_Prem increases   ,TronWeb - Issue
6401040096242 - Premium changing on manual renewal,TronWeb - Issue
AFE prod application log from Sept'2019 to Jan'2020,
Tronweb checks 80 and 52 (see missing check #'s below),TronWeb - Print
8006010034043_Policy not drafted for HASP Inspection Fee $90 at new business; P #2,TronWeb - Treasury
8001010050222 - Agent processed endorsement on afe system and the revised premiums are not matching,AFE
Unable to issue an expense payment in MAC_ claim# 52010717001803,TronWeb - Claims
" 8006100002973 $13 check# 1101908 Giunta, Jennifer  to: IT Service Desk/cgi 02/05/2020 01:42 PM Hide Details  From: ""Giunta, Jennifer"" <JGiunta@mapfreusa.com> T",TronWeb - Print
tronweb keeps freezing after credentials entry,TronWeb - Performance
REQUEST FOR NEW BUSINESS DOCUMENTS PATCH 5201070020163,AFE
***Job GC00400 ended abnormally. 02/06/20 06:11:22.,AS400A
***Job GC00400 ended abnormally. 02/06/20 06:31:47.,AS400A
64010519001257 - trying to create a RCU for IPA on this claim for Subro_ORA 01043:no data found error_no Cause and Conseq Display,TronWeb - Claims
Tronweb Daily Losses  OUt of balances for  January  2020    Spreadsheet attached,TronWeb - Reports
Quote #0104640939420/CA/AFE/Page refreshes and unselects answer when selected,AFE
***Job RNANA101 ended abnormally. 02/06/20 15:58:49.,AS400A
Unable to Cancel Policy#  6401040061116_Getting Unique Constraint Error,TronWeb - Issue
8006010005328_Renw updated to new PPCX_default to 5x split protection class when <1000ft to water,TronWeb - Issue
PRTPNTCXTR is still running and we have a Tronweb Deployment.,TronWeb - Print
Unable to obtain CANADA County information in the Third Parties Routine table for TW 52.,TronWeb - Issue
6401040126595    System requested incorrect down payment Toste Insurance Agency,AFE
Cancelling 4 PA policies_ORA-20000: ORA-0001: unique constraint (TRON2000.PL_A2000031)violated;,TronWeb - Issue
CA INSURED ACKNOWLEDGEMENT - using invalid printer IP Address (172.30.15.19),TronWeb - Print
***Job GC00400 ended abnormally. 02/10/20 04:19:19.,AS400A
Ivans download should not be sent for disable agent,TronWeb - Reports
5201070011330_Drivers and Vehicles not balanced error message,TronWeb - Issue
Checks not send to BOA,TronWeb - Print
"Profitability Project_Protection: Change the ""Accept Late Payments"" Flag to ""Yes""",TronWeb - Issue
A new Commission Chart is needed for the LOB indicated below for Company 80 in TronWeb,TronWeb - Treasury
"Premium increase of $7,759 (8006010005328)",TronWeb - Issue
unable to launch tronweb > user not found,TronWeb - Performance
unable to launch tronweb > user not found,TronWeb - Issue
***Job EM000602 ended abnormally. 02/11/20 01:34:54.,AS400A
***Job GC00400 ended abnormally. 02/11/20 04:50:24.,AS400A
FL / SPICKELMIER INS / New Problem / AFE / FL032448 / 5201070012368 /FAILED TO RETRIEVE PDF FROM ECM,AFE
 MMATS00850 not showing the OPR on the Daily report for Claim # 64010519000916,TronWeb - Reports
OOB of 425.00 Co.64 on attached Monthly Losses spreadsheet for January. ,TronWeb - Reports
