short_description,cmdb_ci
ID CARDS NOT PRINTING 2ND NI,TronWeb - Print
POI,TronWeb - Interface
8/19/13 CWICTronweb Remittance Reporting issue (duplicates on Step3 report),TronWeb
6401050004976 - TW Endr Created Tasks in wM - patch,TronWeb - Endorsements
TW MAC Suffix Creation failed for adjuster Michelle,MAC - MAPFRE Admin Center
***Job M_EM02610 ended abnormally. 06/27/16 10:54:47.,AS400A
Fw: Weekly renewal error reporting 7/26/16 8001060006925,TronWeb - Renewals
Renewal Conversion - ** Patch needed to fix prior diamond policy number..>See attached doc. ,TronWeb - Renewals
POI to DMV 6401040063022,TronWeb - Interface
Missing policy notes in mmad08 - has in mmad04 see,TronWeb - Issue
Submit proof of insurance to the DMV for policy: 6401040005556,TronWeb
New Tronweb - Production- Claims set up in ECC reps name INC 1277726. The defect is still occuring.,TronWeb - Claims
"Trying to open report 201710MMAGC01990 dated 10/8/17, getting message:  'ADOBE READER COULD NOT OPEN""",TronWeb - Reports
6401040003165 Please remove the Provisional Status.,TronWeb - Issue
Submit proof of insurance to the DMV for policy:,TronWeb - Interface
Unable to issue a check in MAC - 64010416004163 (error,MAC - MAPFRE Admin Center
HSB tronweb HSP/SLC oob:   MMAEM02430 (details)  and MMAEM02210 (summary),TronWeb - Reports
policy #6401040104520,TronWeb - Interface
"MMAGC00830 ""payments on cancelled policies"" did not generate on 4/11/15.",TronWeb - Reports
LexisNexis - Auto File receipt notification,
"4/9/13 MIC Tronweb - CCARD, Pol#8001010003969 $44.20 payment posted as $72.15",TronWeb - Treasury
TW Invalid CVD suffix setup in LOB 602 in error,TronWeb - Claims
New Problem/ CA/ AFE/ 8001010062027/ Agent encounters,AFE
Getting error message when trying to add good student,TronWeb - Endorsements
"New Problem / CA / IVANS Download / Policy Hasn't Downloaded, Please Force / AIDTL120",TronWeb - Interface
***Job GC01250 ended abnormally. 10/14/18 05:12:19.,AS400A
OOBs on Monthly Losses spreadsheet attached for the month of August 2015.,TronWeb - Reports
Fw: Incident INC1525851 has been updated,TronWeb - Issue
Submit SR22 to the DMV for Driver driver Shannon Duclos,TronWeb - Interface
EZLynx Home Quoting / Agent quote referred directly to Underwriting with no premium provided / AIJER247,TronWeb - Issue
POI to DMV 6401040004571,TronWeb - Interface
"8006020000131 Endorsement processed 1/23/14, TC released 2/11/14 - dec page still not in ECM",TronWeb - Endorsements
Need Updated TronWeb Commission Chart for Company 64 & 80 Add 20/20 Commission Rate,TronWeb - Treasury
Agent processing ENDR to substitute vehicle on policy 6401040026830 and receives error message after calculating premium,AFE
" New Problem / E833MWIL / 0104646048055 / CA / AFE / MVR report is not available, even though it should be",AFE
Antonini Valerio / 5201070014797_Prem Decr on non-prem bearing Endors_Liab Sym Factor,TronWeb - Issue
"Trying to Pull up a policy# 8004010004606  and getting an error message ""20196 More data required to execute query""",TronWeb - Issue
Weekly Renewal Processing- Errors - unique constraint,TronWeb - Renewals
POLICY # 6401040032262 reissue POI,TronWeb - Interface
Submit proof of insurance to the DMV for policy:6401050002980,TronWeb
MAC Payment Error Mail to Override 64010516001156,MAC - MAPFRE Admin Center
tronweb - 6401040077228 Dmv never received_POI,TronWeb - Interface
***Job GC01022 ended abnormally. 01/29/16 15:00:28.,AS400A
***Job M_FTPEARSJ ended abnormally. 04/25/14 11:15:12.,
OOB Spreadsheet Monthly Premium TRONWEB - November 2016,TronWeb - Reports
New Problem/ CA/Mapfre website/ Find An Agent is only showing agt's office under one zipcode.,B2C
AFE - please confirm why this city Hidden Valley zip code 95467 agent is having trouble quoting,AFE
Submit SR22 to the DMV for Driver,TronWeb - Interface
Tronweb - CWIC co#64 has a Personal auto out of balance for the month of October 2015,TronWeb - Reports
TRONWEB - GC00425HOL - FAILED - Called TronWeb On Call Tom. Retried. Completed successfully.,TronWeb - Issue
New Problem / AFE / FL / New Business / Error '0107521978302ORA-20000: YA EXISTE UNA COPIA DE LAS GLOBALES' ,AFE
8001080004124 NON GENERATING PENDING CANCEL,TronWeb - Issue
New Additional Interest selection needs to be mapped to TronWeb,NCL Cover-All - Issue
Submit proof of insurance to the DMV for policy: 6401050003048,TronWeb
Tronweb - printing renewal policyholder notices when not applicable in LOB 104,TronWeb - Print
Dec Pages Not Showing Coverages,TronWeb - Print
***Job GC01120 ended abnormally. 11/16/16 06:17:31.,AS400A
5201070001240 - AUTOMATIC NON RENEWALS - WHEN AGENT IS TERMINATED - HIGH PRIORTY,TronWeb - Renewals
ECM Report 201606MMAGC01980 is missing for 6/27/16,ECMViewer
Claims Checks not printing from tronweb - CO 52 and 80,TronWeb - Print
Policy 8006070000055 the system was charging 2 renewals in the same term,TronWeb - Issue
***Job GC01120 ended abnormally. 02/24/18 06:17:17.,AS400A
6401030021265 - Driver Listed More Than Once Error,TronWeb - Endorsements
New Problem / CA / AFE / Endorsement / Policy# 8006010021584 / User ID# CA006604 / Agent unable to navigate past gen inf,AFE
Error opening Clue Report for Homeowner's Policy# 8006010029614 (MMAD16) in ECM viewer - MIC | Test,TronWeb - Reports
Daily report MMAGC01940: Issues with current report ,TronWeb - Reports
Endorsing annual mileage on prerenewal stage - Getting error on payment method,TronWeb - Treasury
New Problem/AFE/CA/CA011642/6401030031826-endorsement gets 6401030031826ORA-20001: NON-EXISTENT CODE (PK a1001390),AFE
8001010012682 Can we please have agency support generate the application for this policy ,TronWeb - Print
8001060000492 Dec page is missing in ECM and AFE,TronWeb - Issue
MAPFRE NCL Policy 8008030009660 Error saving policy: unique constraint (TRON2000.PK_S2000060) violatedBATCH PROCESS FAILED,NCL Cover-All - Issue
The policies listed below were on the TWAPVC Error Report today with the error code H129,TronWeb - Print
***Job CLMECVAL52 ended abnormally. 07/07/17 21:00:41.,AS400A
Error Job ended Abnormally. Job# 330647.  On AIXPRD1.,TronWeb - Issue
For policy 6401040048506 Cancellation,TronWeb - Issue
Her tronweb keeps freezing up on her,TronWeb - Issue
TronWeb Job Failed on As400a ,TronWeb
MAPFRE NCL Policy 8008030000267 Error saving policy: [EM_K_CTL_NCL_803.P_CTL_OPCIONES_MENU] Revision Mismatch Policy: 8008030000267 C-A Rev: 4 TW Rev: 2BATCH PR,NCL Cover-All - Issue
8001010047194- computer freezes when she attempts to up - renewal date is in june,TronWeb - Renewals
Tronweb Mac still down,TronWeb - Interface
Fw: 6401030003219 - need DEC with 2013 Dodge Avenger Loss Payee,TronWeb - Print
New Problem/PA AP/Endorsement error trying to add,TronWeb - Issue
Current Carrier - AUTOMATED REJECT REPORT FOR BATCH NO - 142451092,TronWeb - Interface
BOA ACH file - Duplicate file for VRU 700463,TronWeb - Interface
TW Incident - 6401030036003 error - 'A driver is listed,TronWeb - Endorsements
WebMethods > no response on browser > spinning ,webMethods
Submit proof of insurance to the DMV for policy: 6401030033586,TronWeb - Interface
New Problem / ca009408/0601803350194 /CA / AFE /Roof Update invalid should not be required for renter's quote,AFE
"Multiple users unable to open TronWeb - Fatal error - then trn,205 tronweb box",TronWeb
Add Lines of Business to Existing Commission Chart - PA,TronWeb - Treasury
Submit proof of insurance to the DMV for policy: 6401020006597,TronWeb - Interface
***Job GC01120 ended abnormally. 04/12/17 06:17:51.,AS400A
8001010001445 - unable to renew policy with 2 renewals voided in error,TronWeb - Renewals
Travel Trailer getting deleted,AFE
NEW TRONWEB- PRODUCTION- MULTIPLE SESSIONS - SESSION# NOT RETAINING ON SCREEN,TronWeb - Claims
Submit proof of insurance to the DMV for policy: 6401020002498,TronWeb - Interface
***Job CLMECVAL52 ended abnormally. 09/03/15 21:00:47.,AS400A
CA DMV secure file still has August 1st in the from DMV,TronWeb - Interface
"MAC - when trying to access a claim  getting ""Error happened while processing claim summary for claim number""",MAC - MAPFRE Admin Center
*New Problem - AFE- FL019262 - 0107520929746 - Agent uploaded payment and then when uploading application she got an err,AFE
New Issue/CA/Mapfre Connect/Agent receives error when calculating premium on endorsement/8001060005415,AFE
"7/31/13 CWIC & MIC Tronweb Remittance ECM Viewer Rpts Out of Bal - Reporting Issue Only (CWIC $5,807.42 & MIC $1,203.39",TronWeb - Reports
***Job GC01120 ended abnormally. 04/24/17 06:17:01.,AS400A
6401020056734 Need POI sent to DMV,TronWeb - Interface
New TW Incident - Unique Constraint Error,TronWeb - Endorsements
"CLAIM 64010416001002 - ""TASK ALREADY COMPLETE""",TronWeb - Claims
***Job M_ACCWOU64 ended abnormally. 01/01/16 04:01:45.,AS400A
MAPFRE NCL Polciy 8008030001924 AI error on renewal,NCL Cover-All - Issue
Submit proof of insurance to the DMV for policy:6401050006303,TronWeb - Interface
ECM Viewer Reports,TronWeb - Reports
TRONWEB,TronWeb - Issue
GEAR Renewal Failure during RAP Processing,TronWeb - Issue
***Job M_GC00680 ended abnormally. 01/01/18 13:11:24.,AS400A
"*agent trying to process ENDR and system is it requiring info for ""Miles To Fire Department"" and ""Feet To Hydrant"" on pa",AFE
Tronweb Monthly Commissions for January 2015 OOB.,TronWeb - Reports
MAPFRE NCL Policy#8008020000099 Error saving policy:,NCL Cover-All - Issue
Receiving error on executing 1099 menu option to create file for company 52 - compliance issue - need file ASAP,TronWeb - Interface
Agent ID 2924 needs to be on Good List,AFE
Tronweb Claim Issue_Claims are Completed in TW but Open on Reports,TronWeb - Claims
6401020026324 - Error Message Cancelling Policy,TronWeb - Issue
AFE:DWF quote; Subscription Fire Required Message,AFE
8006010021080 - Illegal characters in XML payload in production,AFE
Submit proof of insurance to the DMV for policy: 8001060009775 Proof of Insurance,TronWeb - Interface
"Agent trying to remove multipolicy discount. When you use the drop down to go to ""auto only"" it removes the umbrella po",TronWeb - Issue
TW Report MMAGC00425,TronWeb - Reports
Submit proof of insurance to the DMV for policy: 6401040000633,TronWeb - Issue
Submit proof of insurance to the DMV for policy: 6401030013084,TronWeb - Interface
"*New Problem / AZ / AFE New Business / Agent cannot get past the General Information tab as it's advising ""Invalid Email",AFE
Tronweb is down,TronWeb - Issue
8006010018592 UPDATED - User cannot add Trust endorsement - screen options not presented,TronWeb - Issue
Report MMAGC01001 requires modification to the query  to avoid overstating by duplicationg rows :reference INC1271270,TronWeb - Reports
6401040022208 - Insured Cannot Create Online Account,B2C
MIC TW Claims Loss 16938 - Check # 125114 for 2330.01,TronWeb - Treasury
We have 419 policies that need the Multi Policy,TronWeb - Issue
6401040061353_Pol should cancel_no renewal down payment.,TronWeb - Issue
Cant close TW register for company 80,TronWeb
***Job FTPHOMINSP ended abnormally. 10/29/14 05:26:50.,AS400A
claim 64010316002189 no payments showing in settlement in MA but same payment is showing in 64010516001096,MAC - MAPFRE Admin Center
Please submit proof of insurance to the DMV,TronWeb - Issue
***Job EM00070 ended abnormally. 10/20/17 01:52:32.,AS400A
Gomez test for AFE CA Auto Quote is failing since 9/12/14 at 4pm,AFE
MMAGC01250 REPORT 8001010013204 & 8001010013898 policies displaying on report but haven't hit payment to clear edits,TronWeb - Treasury
"Unable to connect to MAC   ""Page cannot be displayed"" ",MAC - MAPFRE Admin Center
Fw:5/16/14 MIC Tronweb ECM MMAGC01650 missing agency,TronWeb - Reports
Submit proof of insurance to the DMV for policy:6401040043572,TronWeb - Interface
Please add Canadian address to 5201070013406,TronWeb - Issue
Fw: EFT billing concern Re: Fw: MARCIA CORTES DE CAMPOS - POLICY # 5201070009857,TronWeb - Print
80011080007725 when trying to add multi-policy discount eff 9/6/2018 received error that home policy does not belong to insured,TronWeb - Issue
Incorrect Direct Bill Trial Balance-Detail (MMAGC01470),TronWeb - Reports
Submit proof of insurance to the DMV for policy: 6401040000431,TronWeb
WILDFIRE BINDING RESTRICTION MESSAGE WHEN TRYING TO PROCESS ENDR,TronWeb - Issue
"Trying to put thru a non-premium bearing endorsement on this policy so that it will download to the agency,  but the system is increasing the premium by $",TronWeb - Issue
Urgent!  Payment expiration dates need to be adjusted for MIC homeowner mortgagee bill renewal policies,TronWeb - Treasury
New Problem - AFE - CA008234 - 8001010004913 -,AFE
FL Gear Guidelines Issue 5201070016377,AFE
Policy #8006170000622 was on the TWAPC Error Report this morning with error code H504,TronWeb - Print
Unable to search in MAC,MAC - MAPFRE Admin Center
Tronweb - MIC80 OS loss Dec 2017 OOB,TronWeb - Reports
MAPFRE - TronWeb Monthly Commissions fro June 2018 OOB.,TronWeb - Reports
6401040054869 poi required,TronWeb - Interface
MIC CA - AFE - Error when trying to calculate: DATA PRE-FILLED IS NOT ALLOWED TO CHANGE IT.,AFE
Duplicate claims need to patch out to remove the duplicates  - Patch needed,TronWeb - Claims
TW - ACH File out of balance - There is a $6.00,TronWeb - Financial
5201070012095 went into PC on 11/30 & 1/1 PC Fee not,TronWeb - Treasury
***Job M_EM01810 ended abnormally. 03/01/15 15:33:13.,AS400A
Tronweb Daily Losses  out of balances for  JULY,TronWeb - Reports
MAPFRE - TronWeb Report MMAGC02640 and MMAGC02650-,NCL Cover-All - Issue
Tronweb 6401030001203 - generate declarations for the 2013-2014 renewal,TronWeb - Print
Resend VOI 6401040043587,TronWeb - Interface
"Oracle Error ""ORA-01438"" ",TronWeb - Issue
Tronweb 6401030008448 resend POI for DMV,TronWeb - Interface
TronWeb 6401040000990 and 6401020000404 no allowing me to processs EFT incidents,TronWeb
***Job GC01120 ended abnormally. 11/07/17 08:30:31.   job also terminated on   11/6  at   08:33:45,AS400A
9/13/13 CWIC Tronweb $5.00 EFT Payment Mismatched Bank Account & Policy # 6401040009888 & 6401040009889,TronWeb - Treasury
Commission RECALC is not on this month's statement.,TronWeb - Treasury
LexisNexis - Auto File receipt notification,LexisNexis
Unable to apply a payment 6401040053101,TronWeb - Issue
MAC is running slow,MAC - MAPFRE Admin Center
***Job GC01120 ended abnormally. 06/10/17 06:17:37.,AS400A
POLICY #6401040018576,TronWeb - Issue
